,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 23_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
159,160,Anna Lysebo,no NOR,MF,Sandviken,17.0,2000.0,1,0,18,0.2,0,,0,0,0,0,0,0.0,,,0.0,,Matches
160,161,Frida Lyshoel,no NOR,DF,Vålerenga,21.0,1996.0,9,0,143,1.6,1,,1,0,0,0,0,0.63,,,0.63,,Matches
161,162,Frida Maanum,no NOR,DF,Stabæk,17.0,1999.0,11,11,945,10.5,2,,2,0,0,1,0,0.19,,,0.19,,Matches
162,163,Maja Maria Nordahl,no NOR,DF,Kolbotn,28.0,1988.0,17,14,1252,13.9,0,,0,0,0,0,0,0.0,,,0.0,,Matches
163,164,Ingrid Marie Spord,no NOR,MF,LSK Kvinner,22.0,1994.0,22,22,1951,21.7,1,,1,0,0,2,0,0.05,,,0.05,,Matches
164,165,Tiffany McCarty,us USA,FW,Medkila,26.0,1990.0,7,6,558,6.2,0,,0,0,0,0,0,0.0,,,0.0,,Matches
165,166,Jenna McCormick,au AUS,DF,Medkila,22.0,1994.0,9,9,810,9.0,1,,1,0,0,0,0,0.11,,,0.11,,Matches
166,167,Aurora Mikalsen,no NOR,GK,Kolbotn,20.0,1996.0,22,22,1954,21.7,0,,0,0,0,0,0,0.0,,,0.0,,Matches
167,168,Maria Min Sørenes,no NOR,FW,Klepp,20.0,1996.0,19,4,579,6.4,0,,0,0,0,0,0,0.0,,,0.0,,Matches
168,169,Andrine Mo,no NOR,MF,Arna-Bjørnar,16.0,2000.0,1,0,8,0.1,0,,0,0,0,0,0,0.0,,,0.0,,Matches
169,170,Ingrid Moe Wold,no NOR,DF,LSK Kvinner,27.0,1990.0,22,22,1980,22.0,1,,1,0,0,0,0,0.05,,,0.05,,Matches
170,171,Rebecca Mykland,no NOR,MF,Stabæk,19.0,1997.0,7,2,192,2.1,1,,1,0,0,0,0,0.47,,,0.47,,Matches
171,172,Tanja Myrseth,no NOR,FW,Trondheims-Ørn,19.0,1997.0,9,3,281,3.1,0,,0,0,0,0,0,0.0,,,0.0,,Matches
172,173,Lisa Naalsund,no NOR,MF,Arna-Bjørnar,21.0,1995.0,21,21,1889,21.0,4,,3,1,1,3,0,0.19,,,0.14,,Matches
173,174,Josée Nahi,ci CIV,FW,Arna-Bjørnar,27.0,1989.0,20,15,1373,15.3,7,,7,0,0,3,0,0.46,,,0.46,,Matches
174,175,Emilie Nautnes,no NOR,FW,Arna-Bjørnar,18.0,1999.0,21,20,1574,17.5,3,,3,0,0,3,1,0.17,,,0.17,,Matches
175,176,Nora Neset Gjøen,no NOR,GK,Sandviken,24.0,1992.0,21,21,1890,21.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
176,177,Theresa Nielsen,dk DEN,DF,Vålerenga,30.0,1986.0,22,22,1948,21.6,2,,2,0,0,2,0,0.09,,,0.09,,Matches
177,178,Siri Nordeide Grønli,no NOR,DF,Stabæk,32.0,1984.0,22,22,1980,22.0,1,,1,0,0,0,0,0.05,,,0.05,,Matches
178,179,Ingeborg Nordheim,no NOR,FW,Grand Bodø,28.0,1988.0,11,2,349,3.9,1,,1,0,0,0,0,0.26,,,0.26,,Matches
179,180,Jennie Nordin,se SWE,DF,Vålerenga,23.0,1993.0,22,21,1903,21.1,4,,4,0,0,2,0,0.19,,,0.19,,Matches
180,181,Hege Nordvik,no NOR,FW,Grand Bodø,25.0,1991.0,10,10,847,9.4,0,,0,0,0,2,0,0.0,,,0.0,,Matches
181,182,Jenny Norem,no NOR,FW,Kolbotn,18.0,1998.0,9,3,316,3.5,0,,0,0,0,0,0,0.0,,,0.0,,Matches
182,183,Cecilie Noreng,no NOR,MF,Grand Bodø,23.0,1993.0,5,2,157,1.7,0,,0,0,0,1,0,0.0,,,0.0,,Matches
183,184,Louise Normann,no NOR,DF,Medkila,19.0,1997.0,16,10,1002,11.1,0,,0,0,0,1,0,0.0,,,0.0,,Matches
184,185,Rikke Nygård,no NOR,MF,Arna-Bjørnar,16.0,2000.0,15,8,900,10.0,1,,1,0,0,0,0,0.1,,,0.1,,Matches
185,186,Kristine Nøstmo,no NOR,GK,Trondheims-Ørn,23.0,1993.0,22,22,1980,22.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
186,187,Iselin Olsen,no NOR,DF,Grand Bodø,18.0,1998.0,2,1,64,0.7,0,,0,0,0,0,0,0.0,,,0.0,,Matches
187,188,Martine Olsen,no NOR,DF,Medkila,,,7,0,59,0.7,1,,1,0,0,0,0,1.53,,,1.53,,Matches
188,189,Maria Olsvik,no NOR,MF,Trondheims-Ørn,22.0,1994.0,19,10,940,10.4,1,,1,0,0,0,0,0.1,,,0.1,,Matches
189,190,Camilla Ose,no NOR,FW,Kolbotn,20.0,1996.0,9,6,507,5.6,1,,1,0,0,0,0,0.18,,,0.18,,Matches
190,191,Cecilie Pedersen,no NOR,FW,Avaldsnes,26.0,1990.0,20,16,1431,15.9,11,,11,0,0,2,0,0.69,,,0.69,,Matches
191,192,Tonje Pedersen,no NOR,MF,Kolbotn,22.0,1994.0,22,22,1980,22.0,1,,1,0,0,2,0,0.05,,,0.05,,Matches
192,193,Guro Pettersen,no NOR,GK,Arna-Bjørnar,25.0,1991.0,1,1,90,1.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
193,194,Shade Pratt,us USA,DF,Stabæk,23.0,1993.0,7,0,124,1.4,0,,0,0,0,0,0,0.0,,,0.0,,Matches
194,195,Shade Pratt,us USA,DF,Røa,23.0,1993.0,7,2,183,2.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
195,196,Alexandra Quincey,us USA,DF,Medkila,24.0,1992.0,12,12,1080,12.0,1,,1,0,0,3,0,0.08,,,0.08,,Matches
196,197,Anja Rasmussen,no NOR,DF,Medkila,18.0,1998.0,21,21,1872,20.8,3,,3,0,0,4,1,0.14,,,0.14,,Matches
197,198,Stine Reinås,no NOR,DF,Stabæk,22.0,1994.0,22,22,1980,22.0,1,,1,0,0,0,0,0.05,,,0.05,,Matches
198,199,Guro Reiten,no NOR,MF,LSK Kvinner,22.0,1994.0,22,22,1926,21.4,18,,16,2,2,2,0,0.84,,,0.75,,Matches
199,200,Kristin Risnes,no NOR,DF,Arna-Bjørnar,20.0,1996.0,15,8,786,8.7,0,,0,0,0,0,0,0.0,,,0.0,,Matches
200,201,Arianna Romero,mx MEX,DF,Vålerenga,24.0,1992.0,8,8,720,8.0,0,,0,0,0,1,0,0.0,,,0.0,,Matches
201,202,Malin Runestad,no NOR,MF,Klepp,18.0,1998.0,5,0,27,0.3,0,,0,0,0,0,0,0.0,,,0.0,,Matches
202,203,Linda Ruutu,fi FIN,FW,Grand Bodø,26.0,1990.0,10,9,754,8.4,1,,1,0,0,1,0,0.12,,,0.12,,Matches
203,204,Ingrid Ryland,no NOR,"DF,MF",Avaldsnes,27.0,1989.0,18,18,1609,17.9,1,,1,0,0,0,0,0.06,,,0.06,,Matches
204,205,Trine Rønning,no NOR,"DF,MF",Stabæk,34.0,1982.0,20,19,1537,17.1,2,,2,0,0,0,0,0.12,,,0.12,,Matches
205,206,Synnøve Rønquist Hafnor,no NOR,DF,Grand Bodø,19.0,1998.0,17,9,886,9.8,3,,3,0,0,2,0,0.3,,,0.3,,Matches
206,207,Elen Sagmo Melhus,no NOR,FW,Trondheims-Ørn,23.0,1993.0,21,20,1519,16.9,7,,7,0,0,0,0,0.41,,,0.41,,Matches
207,208,Svanhild Sand,no NOR,DF,Trondheims-Ørn,18.0,1998.0,12,9,775,8.6,0,,0,0,0,1,0,0.0,,,0.0,,Matches
208,209,Marianne Sandnes,no NOR,GK,Kolbotn,16.0,2000.0,1,0,26,0.3,0,,0,0,0,0,0,0.0,,,0.0,,Matches
209,210,Kirvil Schau Odden,no NOR,GK,Røa,24.0,1992.0,22,22,1980,22.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
210,211,Gema Simon,au AUS,"DF,MF",Avaldsnes,26.0,1990.0,13,11,950,10.6,0,,0,0,0,0,0,0.0,,,0.0,,Matches
211,212,Ina Skaug,no NOR,MF,Røa,24.0,1992.0,18,15,1273,14.1,5,,5,0,0,3,0,0.35,,,0.35,,Matches
212,213,Trine Skjelstad Jensen,no NOR,DF,Grand Bodø,22.0,1994.0,21,21,1890,21.0,6,,6,0,0,3,0,0.29,,,0.29,,Matches
213,214,Synne Sofie Christiansen,no NOR,FW,Vålerenga,20.0,1996.0,12,3,364,4.0,1,,1,0,0,0,0,0.25,,,0.25,,Matches
214,215,Ine Sofie Østmo,no NOR,MF,Stabæk,17.0,1999.0,1,0,35,0.4,0,,0,0,0,0,0,0.0,,,0.0,,Matches
215,216,Lena Soleng Hansen,no NOR,DF,Klepp,22.0,1994.0,22,20,1813,20.1,1,,1,0,0,0,0,0.05,,,0.05,,Matches
216,217,Sandra Stavenes,no NOR,GK,Arna-Bjørnar,21.0,1995.0,3,3,270,3.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
217,218,Elise Stenevik,no NOR,MF,Arna-Bjørnar,17.0,1999.0,20,18,1514,16.8,0,,0,0,0,0,0,0.0,,,0.0,,Matches
218,219,Ingrid Stenevik,no NOR,DF,Arna-Bjørnar,22.0,1994.0,22,22,1972,21.9,1,,1,0,0,1,0,0.05,,,0.05,,Matches
219,220,Rebekka Strøm Hansen,no NOR,DF,Medkila,15.0,2001.0,10,2,294,3.3,0,,0,0,0,0,0,0.0,,,0.0,,Matches
220,221,Sarah Suphellen,no NOR,DF,Trondheims-Ørn,18.0,1998.0,15,15,1288,14.3,0,,0,0,0,1,0,0.0,,,0.0,,Matches
221,222,Karoline Surdal,no NOR,MF,Klepp,22.0,1994.0,19,14,1186,13.2,0,,0,0,0,1,0,0.0,,,0.0,,Matches
222,223,Maja Svendsgam Olsen,no NOR,MF,Grand Bodø,21.0,1996.0,11,4,379,4.2,0,,0,0,0,0,0,0.0,,,0.0,,Matches
223,224,Sanna Svensson,se SWE,DF,Kolbotn,25.0,1991.0,14,9,894,9.9,0,,0,0,0,1,0,0.0,,,0.0,,Matches
224,225,Ingrid Syrstad Engen,no NOR,MF,Trondheims-Ørn,18.0,1998.0,22,22,1977,22.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
225,226,Hildegunn Sævik,no NOR,GK,Avaldsnes,19.0,1998.0,4,2,226,2.5,0,,0,0,0,0,0,0.0,,,0.0,,Matches
226,227,Karina Sævik,no NOR,MF,Kolbotn,20.0,1996.0,22,22,1980,22.0,4,,4,0,0,0,0,0.18,,,0.18,,Matches
227,228,Ingrid Søndenå,no NOR,DF,Vålerenga,23.0,1993.0,11,10,870,9.7,0,,0,0,0,1,0,0.0,,,0.0,,Matches
228,229,Anja Sønstevold,no NOR,MF,LSK Kvinner,24.0,1992.0,21,21,1890,21.0,1,,1,0,0,1,0,0.05,,,0.05,,Matches
229,230,Ryōko Takara,jp JPN,MF,LSK Kvinner,26.0,1990.0,15,11,898,10.0,3,,3,0,0,0,0,0.3,,,0.3,,Matches
230,231,Trine Taule,no NOR,MF,Sandviken,25.0,1991.0,4,2,151,1.7,0,,0,0,0,0,0,0.0,,,0.0,,Matches
231,232,Elisabeth Terland,no NOR,MF,Klepp,15.0,2001.0,17,14,1132,12.6,2,,2,0,0,2,0,0.16,,,0.16,,Matches
232,233,Crystal Thomas,us USA,FW,Medkila,23.0,1994.0,10,10,900,10.0,1,,1,0,0,0,0,0.1,,,0.1,,Matches
233,234,Maria Thorisdottir,no NOR,DF,Klepp,23.0,1993.0,14,14,1204,13.4,1,,1,0,0,1,1,0.07,,,0.07,,Matches
234,235,Elise Thorsnes,no NOR,FW,Avaldsnes,28.0,1988.0,22,22,1974,21.9,11,,11,0,0,0,0,0.5,,,0.5,,Matches
235,236,Gry Tofte Ims,no NOR,MF,Klepp,30.0,1986.0,13,9,897,10.0,2,,2,0,0,0,0,0.2,,,0.2,,Matches
236,237,Andrine Tomter,no NOR,DF,Avaldsnes,21.0,1995.0,13,12,1109,12.3,2,,2,0,0,0,0,0.16,,,0.16,,Matches
237,238,Luna Torsfred,no NOR,FW,Medkila,,,1,0,21,0.2,0,,0,0,0,1,0,0.0,,,0.0,,Matches
238,239,Olaug Tvedten,no NOR,FW,Avaldsnes,16.0,2000.0,11,5,533,5.9,0,,0,0,0,1,0,0.0,,,0.0,,Matches
239,240,Nathalie Utvik,no NOR,DF,Avaldsnes,23.0,1993.0,6,2,174,1.9,0,,0,0,0,0,0,0.0,,,0.0,,Matches
240,241,Nathalie Utvik,no NOR,DF,Røa,23.0,1993.0,10,8,715,7.9,0,,0,0,0,1,0,0.0,,,0.0,,Matches
241,242,Siiri Välimaa,fi FIN,GK,Grand Bodø,26.0,1990.0,20,20,1800,20.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
242,243,Synne Vatnem,no NOR,FW,Avaldsnes,17.0,1999.0,11,1,202,2.2,1,,1,0,0,0,0,0.45,,,0.45,,Matches
243,244,Madelaine Veivåg,no NOR,MF,Sandviken,16.0,2000.0,8,0,117,1.3,0,,0,0,0,0,0,0.0,,,0.0,,Matches
244,245,Stephanie Verdoia,us USA,MF,Vålerenga,24.0,1993.0,22,20,1643,18.3,1,,1,0,0,1,0,0.05,,,0.05,,Matches
245,246,Silje Vesterbekkmo,no NOR,GK,Grand Bodø,33.0,1983.0,2,2,180,2.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
246,247,Ingvild Villa,no NOR,GK,Sandviken,20.0,1996.0,1,1,90,1.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
247,248,Susanne Vistnes,no NOR,FW,Klepp,24.0,1992.0,22,22,1956,21.7,0,,0,0,0,0,0,0.0,,,0.0,,Matches
248,249,Ellen Wang,no NOR,DF,Vålerenga,27.0,1989.0,20,19,1707,19.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
249,250,Ine Wedaa,no NOR,FW,Arna-Bjørnar,21.0,1995.0,7,3,239,2.7,2,,2,0,0,0,0,0.75,,,0.75,,Matches
250,251,Anna Westerlund,fi FIN,"DF,MF",LSK Kvinner,27.0,1989.0,22,22,1980,22.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
251,252,Sunniva Wiencke,no NOR,MF,Røa,21.0,1995.0,3,1,49,0.5,0,,0,0,0,0,0,0.0,,,0.0,,Matches
252,253,Andrea Wilmann,no NOR,MF,Stabæk,18.0,1998.0,18,12,1187,13.2,7,,7,0,0,0,0,0.53,,,0.53,,Matches
253,254,Katrine Winnem Jørgensen,no NOR,MF,Røa,20.0,1997.0,21,20,1800,20.0,0,,0,0,0,0,0,0.0,,,0.0,,Matches
254,255,Emilie Woldvik,no NOR,DF,LSK Kvinner,18.0,1999.0,8,2,225,2.5,1,,1,0,0,0,0,0.4,,,0.4,,Matches
255,256,Lisa-Marie Woods,no NOR,MF,Avaldsnes,32.0,1984.0,8,8,645,7.2,0,,0,0,0,0,0,0.0,,,0.0,,Matches
256,257,Kirsty Yallop,nz NZL,MF,Klepp,30.0,1986.0,22,22,1926,21.4,3,,1,2,2,2,0,0.14,,,0.05,,Matches
257,258,Gunnhildur Yrsa Jónsdóttir,is ISL,MF,Vålerenga,28.0,1988.0,21,21,1890,21.0,5,,5,0,0,1,0,0.24,,,0.24,,Matches
258,259,Emilie Østerås,no NOR,MF,Vålerenga,14.0,2002.0,2,0,52,0.6,1,,1,0,0,0,0,1.73,,,1.73,,Matches
259,260,Vilde Øyri,no NOR,FW,Sandviken,22.0,1994.0,10,3,374,4.2,1,,1,0,0,0,0,0.24,,,0.24,,Matches
